id,name,first_name,last_name,title,office_level,office_branch,body,district,party,state,county,municipality,email,phone,website,twitter_handle,twitter_verified,facebook_url,photo_url,source,source_id,scraped_at
CO-MUN-greenwoodvillage-mayor,George Lantz,George,Lantz,Mayor,municipal,executive,City Council,,,CO,Arapahoe,Greenwood Village,,(303) 773-0252,https://www.greenwoodvillage.com,,0,,,cml_directory,,2026-03-06T02:54:34.205737+00:00
CO-MUN-georgetown-mayor,Georgia Kofoed Police Judge,Georgia,Kofoed Police Judge,Mayor,municipal,executive,Town Board,,,CO,Clear Creek,Georgetown,,(303) 569-2555 x17,https://www.townofgeorgetown.us/,,0,,,cml_directory,,2026-03-06T02:54:34.205500+00:00
CO-MUN-ordway-mayor,Gerald Barber,Gerald,Barber,Mayor,municipal,executive,Town Board,,,CO,Crowley,Ordway,,(719) 267-3134,https://townofordway.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207068+00:00
CO-MUN-aguilar-mayorprotem,Gerald Baudino,Gerald,Baudino,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Las Animas,Aguilar,,(719) 941-4360,https://www.aguilarco.us,,0,,,cml_directory,,2026-03-06T02:54:34.203782+00:00
CO-MUN-crowley-mayor,Gerald Scruggs,Gerald,Scruggs,Mayor,municipal,executive,Town Board,,,CO,Crowley,Crowley,,(719) 267-3384,,,0,,,cml_directory,,2026-03-06T02:54:34.204770+00:00
CO-MUN-durango-mayor,Gilda Yazzie,Gilda,Yazzie,Mayor,municipal,executive,City Council,,,CO,La Plata,Durango,,(970) 375-5000,https://www.durangoco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204996+00:00
CO-MUN-twobuttes-mayor,Glen Ausmus,Glen,Ausmus,Mayor,municipal,executive,Town Board,,,CO,Baca,Two Buttes,,(719) 326-5919,,,0,,,cml_directory,,2026-03-06T02:54:34.207991+00:00
CO-MUN-fountain-mayorprotem,Gordon Rick,Gordon,Rick,Mayor Pro Tem,municipal,executive,City Council,,,CO,El Paso,Fountain,,(719) 322-2000,https://fountain.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205368+00:00
CO-MUN-paoli-mayorprotem,Grady Groshans,Grady,Groshans,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Phillips,Paoli,,,,,0,,,cml_directory,,2026-03-06T02:54:34.207206+00:00
CO-MUN-newcastle-mayorprotem,Grady Hazelton,Grady,Hazelton,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Garfield,New Castle,,(970) 984-2311,https://www.newcastlecolorado.org,,0,,,cml_directory,,2026-03-06T02:54:34.206914+00:00
CO-MUN-dovecreek-mayorprotem,Grant Allen,Grant,Allen,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Dolores,Dove Creek,,(970) 677-2255,https://townofdovecreek.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204969+00:00
CO-MUN-cedaredge-mayor,Greg Hart,Greg,Hart,Mayor,municipal,executive,Town Board,,,CO,Delta,Cedaredge,,(970) 856-3123,https://www.cedaredgecolorado.com,,0,,,cml_directory,,2026-03-06T02:54:34.204432+00:00
CO-MUN-palisade-mayor,Greg Mikolai,Greg,Mikolai,Mayor,municipal,executive,Town Board,,,CO,Mesa,Palisade,,(970) 464-5602,https://palisade.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207147+00:00
CO-MUN-burlington-mayor,Greg Swiatkowski,Greg,Swiatkowski,Mayor,municipal,executive,City Council,,,CO,Kit Carson,Burlington,,(719) 346-8652,https://www.burlingtoncolo.com,,0,,,cml_directory,,2026-03-06T02:54:34.204317+00:00
CO-MUN-brighton-mayor,Gregory Mills,Gregory,Mills,Mayor,municipal,executive,City Council,,,CO,Adams/Weld,Brighton,,(303) 655-2000,https://www.brightonco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204235+00:00
CO-MUN-broomfield-mayor,Guyleen Castriotta,Guyleen,Castriotta,Mayor,municipal,executive,City Council,,,CO,Broomfield,Broomfield,,(303) 469-3301,https://www.broomfield.org,,0,,,cml_directory,,2026-03-06T02:54:34.204262+00:00
CO-MUN-silvercliff-mayor,Harry A. Wenzel,Harry,A. Wenzel,Mayor,municipal,executive,Town Board,,,CO,Custer,Silver Cliff,,(719) 783-2615,https://www.silvercliffco.com,,0,,,cml_directory,,2026-03-06T02:54:34.207706+00:00
CO-MUN-pueblo-mayor,Heather Graham,Heather,Graham,Mayor,municipal,executive,City Council,,,CO,Pueblo,Pueblo,,(719) 553-2655,https://www.pueblo.us,,0,,,cml_directory,,2026-03-06T02:54:34.207382+00:00
CO-MUN-lonetree-mayorprotem,"Henry ""Jay"" Carpenter",Henry,"""Jay"" Carpenter",Mayor Pro Tem,municipal,executive,City Council,,,CO,Douglas,Lone Tree,,(303) 708-1818,,,0,,,cml_directory,,2026-03-06T02:54:34.206444+00:00
CO-MUN-lyons-mayor,Hollie Rogin,Hollie,Rogin,Mayor,municipal,executive,Town Board,,,CO,Boulder,Lyons,,(303) 823-6622,https://www.townoflyons.com,,0,,,cml_directory,,2026-03-06T02:54:34.206534+00:00
CO-MUN-crestedbutte-mayor,Ian C. Billick,Ian,C. Billick,Mayor,municipal,executive,Town Board,,,CO,Gunnison,Crested Butte,,(970) 349-5338,https://townofcrestedbutte.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204717+00:00
CO-MUN-loveland-mayor,Jacki Marsh,Jacki,Marsh,Mayor,municipal,executive,City Council,,,CO,Larimer,Loveland,,(970) 962-2000,https://www.lovgov.org/,,0,,,cml_directory,,2026-03-06T02:54:34.206521+00:00
CO-MUN-olathe-mayor,Jacob Foreman,Jacob,Foreman,Mayor,municipal,executive,Town Board,,,CO,Montrose,Olathe,,(970) 323-5601,https://www.townofolathe.org,,0,,,cml_directory,,2026-03-06T02:54:34.207015+00:00
CO-MUN-lafayette-mayor,Jaideep Mangat,Jaideep,Mangat,Mayor,municipal,executive,City Council,,,CO,Boulder,Lafayette,,(303) 665-5588,https://www.lafayetteco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206234+00:00
CO-MUN-silvercliff-mayorprotem,Jake Shy,Jake,Shy,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Custer,Silver Cliff,,(719) 783-2615,https://www.silvercliffco.com,,0,,,cml_directory,,2026-03-06T02:54:34.207709+00:00
CO-MUN-cedaredge-mayorprotem,James Atkinson,James,Atkinson,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Delta,Cedaredge,,(970) 856-3123,https://www.cedaredgecolorado.com,,0,,,cml_directory,,2026-03-06T02:54:34.204434+00:00
CO-MUN-lochbuie-mayor,Jamie Jeffery,Jamie,Jeffery,Mayor,municipal,executive,Town Board,,,CO,Weld,Lochbuie,,(303) 655-9308,https://www.lochbuie.org,,0,,,cml_directory,,2026-03-06T02:54:34.206407+00:00
CO-MUN-simla-mayorprotem,Janette Nipple,Janette,Nipple,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Elbert,Simla,,(719) 541-2468,,,0,,,cml_directory,,2026-03-06T02:54:34.207776+00:00
CO-MUN-raymer-mayorprotem,Janice Sorensen,Janice,Sorensen,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Raymer,,(805) 757-4879,,,0,,,cml_directory,,2026-03-06T02:54:34.207419+00:00
CO-MUN-thornton-mayor,Janifer Kulmann,Janifer,Kulmann,Mayor,municipal,executive,City Council,,,CO,Adams/Weld,Thornton,,(303) 538-7200,https://www.thorntonco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207941+00:00
CO-MUN-akron-mayorprotem,Jared Jefferson,Jared,Jefferson,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Washington,Akron,,(970) 345-2624,https://townofakron.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.203807+00:00
CO-MUN-kitcarson-mayor,Jason Dechant,Jason,Dechant,Mayor,municipal,executive,Town Board,,,CO,Cheyenne,Kit Carson,,(719) 962-3248,https://townofkitcarson.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206130+00:00
CO-MUN-castlerock-mayor,Jason Gray,Jason,Gray,Mayor,municipal,executive,Town Board,,,CO,Douglas,Castle Rock,,(720) 733-4499,https://www.crgov.com,,0,,,cml_directory,,2026-03-06T02:54:34.204415+00:00
CO-MUN-superior-mayorprotem,Jason Serbu,Jason,Serbu,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Boulder/Jefferson,Superior,,(303) 499-3675,https://www.superiorcolorado.gov/Home,,0,,,cml_directory,,2026-03-06T02:54:34.207891+00:00
CO-MUN-bethune-mayor,Jason Steerman,Jason,Steerman,Mayor,municipal,executive,Town Board,,,CO,Kit Carson,Bethune,,(719) 346-7593,,,0,,,cml_directory,,2026-03-06T02:54:34.204101+00:00
CO-MUN-cokedale-mayor,Jason Swetky,Jason,Swetky,Mayor,municipal,executive,Town Board,,,CO,Las Animas,Cokedale,,(719) 846-7428,https://townofcokedale.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204557+00:00
CO-MUN-crawford-mayorprotem,Jeff Peed,Jeff,Peed,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Delta,Crawford,,(970) 921-4725,https://townofcrawford.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204691+00:00
CO-MUN-naturita-mayorprotem,Jeff Sonnenberg,Jeff,Sonnenberg,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Montrose,Naturita,,(970) 865-2286,,,0,,,cml_directory,,2026-03-06T02:54:34.206883+00:00
CO-MUN-creede-mayor,Jeffrey Larson,Jeffrey,Larson,Mayor,municipal,executive,Town Board,,,CO,Mineral,Creede,,(719) 658-2276,,,0,,,cml_directory,,2026-03-06T02:54:34.204702+00:00
CO-MUN-fortcollins-mayor,Jeni Arndt,Jeni,Arndt,Mayor,municipal,executive,City Council,,,CO,Larimer,Fort Collins,,(970) 221-6500,https://www.fcgov.com,,0,,,cml_directory,,2026-03-06T02:54:34.205303+00:00
CO-MUN-winterpark-mayorprotem,Jennifer Hughes,Jennifer,Hughes,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Grand,Winter Park,,(970) 726-8081,,,0,,,cml_directory,,2026-03-06T02:54:34.208220+00:00
CO-MUN-laveta-mayorprotem,Jenny Peil,Jenny,Peil,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Huerfano,La Veta,,(719) 742-3631,https://www.townoflaveta-co.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206215+00:00
CO-MUN-iliff-mayorprotem,Jeremiah Wolf,Jeremiah,Wolf,Mayor Pro Tem,municipal,executive,Town Board,,,CO,,Iliff,,(970) 522-2283,,,0,,,cml_directory,,2026-03-06T02:54:34.206010+00:00
CO-MUN-central-mayor,Jeremy Fey,Jeremy,Fey,Mayor,municipal,executive,City Council,,,CO,Gilpin/Clear Creek,Central,,(303) 582-5251,https://centralcity.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204491+00:00
CO-MUN-idahosprings-mayorprotem,Jeremy Jones,Jeremy,Jones,Mayor Pro Tem,municipal,executive,City Council,,,CO,Clear Creek,Idaho Springs,,(303) 567-4421,https://www.idahospringsco.com/,,0,,,cml_directory,,2026-03-06T02:54:34.205979+00:00
CO-MUN-yuma-mayorprotem,Jerome Benish,Jerome,Benish,Mayor Pro Tem,municipal,executive,City Council,,,CO,Yuma,Yuma,,(970) 848-3878,https://cityofyuma.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.208272+00:00
CO-MUN-sheridanlake-mayor,Jerome F. Weber,Jerome,F. Weber,Mayor,municipal,executive,Town Board,,,CO,Kiowa,Sheridan Lake,,(719) 729-3583,,,0,,,cml_directory,,2026-03-06T02:54:34.207653+00:00
CO-MUN-manassa-mayorprotem,Jesse Hernandez,Jesse,Hernandez,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Conejos,Manassa,,(719) 843-5207,https://townofmanassa.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206550+00:00
CO-MUN-silverton-mayorprotem,Jim Harper,Jim,Harper,Mayor Pro Tem,municipal,executive,Town Board,,,CO,San Juan,Silverton,,(970) 387-5522,https://townofsilverton.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207764+00:00
CO-MUN-nunn-mayorprotem,Jim Kaus,Jim,Kaus,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Nunn,,(970) 897-2385,https://townofnunn.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206984+00:00
CO-MUN-ramah-mayor,Jim Osborne,Jim,Osborne,Mayor,municipal,executive,Town Board,,,CO,El Paso,Ramah,,(719) 541-2163,https://ramah.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207393+00:00
CO-MUN-hotchkiss-mayor,Jim Wingfield,Jim,Wingfield,Mayor,municipal,executive,Town Board,,,CO,Delta,Hotchkiss,,(970) 872-3663,https://townofhotchkiss.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205927+00:00
CO-MUN-ophir-mayorprotem,Joan May,Joan,May,Mayor Pro Tem,municipal,executive,Town Board,,,CO,San Miguel,Ophir,,(970) 728-4943,https://townofophir.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207047+00:00
CO-MUN-longmont-mayor,Joan Peck,Joan,Peck,Mayor,municipal,executive,City Council,,,CO,Boulder/Weld,Longmont,,(303) 776-6050,,,0,,,cml_directory,,2026-03-06T02:54:34.206460+00:00
CO-MUN-blueriver-mayorprotem,Jodie Willey,Jodie,Willey,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Summit,Blue River,,(970) 547-0545,https://townofblueriver.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204136+00:00
CO-MUN-englewood-mayorprotem,Joe Anderson,Joe,Anderson,Mayor Pro Tem,municipal,executive,City Council,,,CO,Arapahoe,Englewood,,(303) 762-2300,https://www.englewoodco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205129+00:00
CO-MUN-williamsburg-mayor,Joelina Espinoza,Joelina,Espinoza,Mayor,municipal,executive,Town Board,,,CO,Fremont,Williamsburg,,(719) 784-4511,https://townofwilliamsburg.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.208188+00:00
CO-MUN-ridgway-mayor,John Clark,John,Clark,Mayor,municipal,executive,Town Board,,,CO,Ouray,Ridgway,,(970) 626-5308,https://townofridgway.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207458+00:00
CO-MUN-aspen-mayorprotem,John Doyle,John,Doyle,Mayor Pro Tem,municipal,executive,City Council,,,CO,Pitkin,Aspen,,(970) 920-5000,,,0,,,cml_directory,,2026-03-06T02:54:34.203937+00:00
CO-MUN-greeley-mayor,John Gates,John,Gates,Mayor,municipal,executive,City Council,,,CO,Weld,Greeley,,(970) 350-9770,,,0,,,cml_directory,,2026-03-06T02:54:34.205690+00:00
CO-MUN-cokedale-mayorprotem,John Gilmore,John,Gilmore,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Las Animas,Cokedale,,(719) 846-7428,https://townofcokedale.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204560+00:00
CO-MUN-manitousprings-mayor,John Graham,John,Graham,Mayor,municipal,executive,City Council,,,CO,El Paso,Manitou Springs,,(719) 685-5481,https://www.manitouspringsco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206581+00:00
CO-MUN-brookside-mayorprotem,John Grooms,John,Grooms,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Fremont,Brookside,,(719) 276-3436,https://townofbrookside.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204245+00:00
CO-MUN-caoncity-mayorprotem,John S. Hamrick,John,S. Hamrick,Mayor Pro Tem,municipal,executive,City Council,,,CO,Fremont,Cañon City,,(719) 269-9011,https://www.canoncity.org,,0,,,cml_directory,,2026-03-06T02:54:34.204357+00:00
CO-MUN-fortmorgan-mayorprotem,Jon Kaper,Jon,Kaper,Mayor Pro Tem,municipal,executive,City Council,,,CO,Morgan,Fort Morgan,,(970) 542-3960,https://www.cityoffortmorgan.com,,0,,,cml_directory,,2026-03-06T02:54:34.205349+00:00
CO-MUN-loveland-mayorprotem,Jon Mallo,Jon,Mallo,Mayor Pro Tem,municipal,executive,City Council,,,CO,Larimer,Loveland,,(970) 962-2000,https://www.lovgov.org/,,0,,,cml_directory,,2026-03-06T02:54:34.206523+00:00
CO-MUN-nunn-mayor,Jordan D. Cable,Jordan,D. Cable,Mayor,municipal,executive,Town Board,,,CO,Weld,Nunn,,(970) 897-2385,https://townofnunn.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206982+00:00
CO-MUN-lajunta-mayor,Joseph Ayala,Joseph,Ayala,Mayor,municipal,executive,City Council,,,CO,Otero,La Junta,,(719) 384-5991,https://www.lajuntacolorado.org,,0,,,cml_directory,,2026-03-06T02:54:34.206170+00:00
CO-MUN-hudson-mayor,Joseph Hammock,Joseph,Hammock,Mayor,municipal,executive,Town Board,,,CO,Weld,Hudson,,(303) 536-9311,https://www.hudsoncolorado.org,,0,,,cml_directory,,2026-03-06T02:54:34.205949+00:00
CO-MUN-eads-mayor,Joseph Shields,Joseph,Shields,Mayor,municipal,executive,Town Board,,,CO,Kiowa,Eads,,(719) 438-5590,,,0,,,cml_directory,,2026-03-06T02:54:34.205018+00:00
CO-MUN-granby-mayor,Josh Hardy,Josh,Hardy,Mayor,municipal,executive,Town Board,,,CO,Grand,Granby,,(970) 887-2501,https://www.townofgranby.com,,0,,,cml_directory,,2026-03-06T02:54:34.205599+00:00
CO-MUN-ouray-mayorprotem,Josh Smith,Josh,Smith,Mayor Pro Tem,municipal,executive,City Council,,,CO,Ouray,Ouray,,(970) 325-7211,https://www.cityofouray.com/,,0,,,cml_directory,,2026-03-06T02:54:34.207102+00:00
CO-MUN-springfield-mayorprotem,Josh Wittler,Josh,Wittler,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Baca,Springfield,,(719) 523-4528,https://www.springfieldco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207816+00:00
CO-MUN-parker-mayor,Joshua Rivero,Joshua,Rivero,Mayor,municipal,executive,Town Board,,,CO,Douglas,Parker,,(303) 841-0353,https://www.parkerco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207271+00:00
CO-MUN-dillon-mayorprotem,Joshua Samuel,Joshua,Samuel,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Summit,Dillon,,(970) 468-2403,https://www.townofdillon.com,,0,,,cml_directory,,2026-03-06T02:54:34.204928+00:00
CO-MUN-deertrail-mayor,Judd Behrens,Judd,Behrens,Mayor,municipal,executive,Town Board,,,CO,Arapahoe,Deer Trail,,(303) 769-4464,https://townofdeertrail.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204811+00:00
CO-MUN-montrose-mayorprotem,Judy Ann Files,Judy,Ann Files,Mayor Pro Tem,municipal,executive,City Council,,,CO,Montrose,Montrose,,(970) 240-1400,https://www.cityofmontrose.org,,0,,,cml_directory,,2026-03-06T02:54:34.206770+00:00
CO-MUN-vona-mayor,Julia Hubbell,Julia,Hubbell,Mayor,municipal,executive,Town Board,,,CO,Kit Carson,Vona,,(970) 664-2444,,,0,,,cml_directory,,2026-03-06T02:54:34.208036+00:00
CO-MUN-windsor-mayor,Julie Cline,Julie,Cline,Mayor,municipal,executive,Town Board,,,CO,Weld/Larimer,Windsor,,(970) 674-2400,https://www.windsorgov.com,,0,,,cml_directory,,2026-03-06T02:54:34.208201+00:00
CO-MUN-rockvale-mayor,Justin Hart,Justin,Hart,Mayor,municipal,executive,Town Board,,,CO,Fremont,Rockvale,,(719) 784-4125,https://townofrockvale.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207496+00:00
CO-MUN-hugo-mayor,Kara Emmerling,Kara,Emmerling,Mayor,municipal,executive,Town Board,,,CO,Lincoln,Hugo,,(719) 743-2485,https://www.townhugo.com,,0,,,cml_directory,,2026-03-06T02:54:34.205962+00:00
CO-MUN-thornton-mayorprotem,Karen Bigelow,Karen,Bigelow,Mayor Pro Tem,municipal,executive,City Council,,,CO,Adams/Weld,Thornton,,(303) 538-7200,https://www.thorntonco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207944+00:00
CO-MUN-trinidad-mayor,Karen Griego,Karen,Griego,Mayor,municipal,executive,City Council,,,CO,Las Animas,Trinidad,,(719) 846-9843,https://www.trinidad.co.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207974+00:00
CO-MUN-branson-mayorprotem,Kari Dilda,Kari,Dilda,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Las Animas,Branson,,,https://www.bransoncolorado.com/,,0,,,cml_directory,,2026-03-06T02:54:34.204198+00:00
CO-MUN-romeo-mayorprotem,Kate Brooks,Kate,Brooks,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Conejos,Romeo,,(719) 843-5785,,,0,,,cml_directory,,2026-03-06T02:54:34.207517+00:00
CO-MUN-mountainview-mayorprotem,Kathleen Bailey,Kathleen,Bailey,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Jefferson,Mountain View,,(303) 421-7282,https://www.tomv.org/,,0,,,cml_directory,,2026-03-06T02:54:34.206827+00:00
CO-MUN-paonia-mayorprotem,Kathy Swartz,Kathy,Swartz,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Delta,Paonia,,(970) 527-4101,https://townofpaonia.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207231+00:00
CO-MUN-cherryhillsvillage-mayor,Katy Brown,Katy,Brown,Mayor,municipal,executive,City Council,,,CO,Arapahoe,Cherry Hills Village,,(303) 789-2541,https://www.cherryhillsvillage.com,,0,,,cml_directory,,2026-03-06T02:54:34.204522+00:00
CO-MUN-silt-mayor,Keith Richel,Keith,Richel,Mayor,municipal,executive,Town Board,,,CO,Garfield,Silt,,(970) 876-2353,https://www.townofsilt.org,,0,,,cml_directory,,2026-03-06T02:54:34.207679+00:00
CO-MUN-woodlandpark-mayor,Kellie J. Case,Kellie,J. Case,Mayor,municipal,executive,City Council,,,CO,Teller,Woodland Park,,(719) 687-9246,,,0,,,cml_directory,,2026-03-06T02:54:34.208233+00:00
CO-MUN-breckenridge-mayor,Kelly Owens,Kelly,Owens,Mayor,municipal,executive,Town Board,,,CO,Summit,Breckenridge,,(970) 453-2251,https://www.townofbreckenridge.com,,0,,,cml_directory,,2026-03-06T02:54:34.204213+00:00
CO-MUN-keystone-mayor,Ken Riley,Ken,Riley,Mayor,municipal,executive,Town Board,,,CO,Summit,Keystone,,(970) 450-3500,https://keystone.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206093+00:00
CO-MUN-merino-mayorprotem,Ken Salmon,Ken,Salmon,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Logan,Merino,,(970) 522-1036,https://townofmerino.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206651+00:00
CO-MUN-collbran-mayor,Kendall Wilcox,Kendall,Wilcox,Mayor,municipal,executive,Town Board,,,CO,Mesa,Collbran,,(970) 487-3751,https://townofcollbran.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204570+00:00
CO-MUN-ovid-mayorprotem,Kerri Doleshall,Kerri,Doleshall,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Sedgwick,Ovid,,(970) 463-5446,,,0,,,cml_directory,,2026-03-06T02:54:34.207120+00:00
CO-MUN-coalcreek-mayor,Kerri Higgs,Kerri,Higgs,Mayor,municipal,executive,Town Board,,,CO,Fremont,Coal Creek,,(719) 784-6150,,,0,,,cml_directory,,2026-03-06T02:54:34.204548+00:00
CO-MUN-bennett-mayorprotem,Kevin Barden,Kevin,Barden,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Adams/Arapahoe,Bennett,,(303) 644-3249,https://www.bennettco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204070+00:00
CO-MUN-delta-mayor,Kevin Carlson,Kevin,Carlson,Mayor,municipal,executive,City Council,,,CO,Delta,Delta,,(970) 874-7566,https://www.cityofdelta.net,,0,,,cml_directory,,2026-03-06T02:54:34.204843+00:00
CO-MUN-fortmorgan-mayor,Kevin Lindell,Kevin,Lindell,Mayor,municipal,executive,City Council,,,CO,Morgan,Fort Morgan,,(970) 542-3960,https://www.cityoffortmorgan.com,,0,,,cml_directory,,2026-03-06T02:54:34.205345+00:00
CO-MUN-frederick-mayorprotem,Kevin R. Brown,Kevin,R. Brown,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Frederick,,(720) 382-5500,https://www.frederickco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205426+00:00
CO-MUN-holyoke-mayor,Kevin Scott,Kevin,Scott,Mayor,municipal,executive,City Council,,,CO,Phillips,Holyoke,,(970) 854-2266,https://www.cityofholyoke-co.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205895+00:00
CO-MUN-lamar-mayor,Kirk J. Crespin,Kirk,J. Crespin,Mayor,municipal,executive,City Council,,,CO,Prowers,Lamar,,(719) 336-4376,https://www.ci.lamar.co.us,,0,,,cml_directory,,2026-03-06T02:54:34.206310+00:00
CO-MUN-wheatridge-mayorprotem,Korey Stites,Korey,Stites,Mayor Pro Tem,municipal,executive,City Council,,,CO,Jefferson,Wheat Ridge,,(303) 234-5900,https://www.ci.wheatridge.co.us,,0,,,cml_directory,,2026-03-06T02:54:34.208160+00:00
CO-MUN-littleton-mayor,Kyle Schlachter,Kyle,Schlachter,Mayor,municipal,executive,City Council,,,CO,Arapahoe/Douglas/Jefferson,Littleton,,(303) 795-3700,https://www.littletonco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206385+00:00
CO-MUN-walsh-mayorprotem,Larry Forgey,Larry,Forgey,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Baca,Walsh,,(719) 324-5411,https://townofwalsh.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.208078+00:00
CO-MUN-marble-mayorprotem,Larry Good,Larry,Good,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Gunnison,Marble,,(970) 384-0761,https://www.townofmarble.com,,0,,,cml_directory,,2026-03-06T02:54:34.206606+00:00
CO-MUN-lochbuie-mayorprotem,Larry Strock,Larry,Strock,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Lochbuie,,(303) 655-9308,https://www.lochbuie.org,,0,,,cml_directory,,2026-03-06T02:54:34.206409+00:00
CO-MUN-castlerock-mayorprotem,Laura Cavey,Laura,Cavey,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Douglas,Castle Rock,,(720) 733-4499,https://www.crgov.com,,0,,,cml_directory,,2026-03-06T02:54:34.204419+00:00
CO-MUN-golden-mayor,Laura Weinberg,Laura,Weinberg,Mayor,municipal,executive,City Council,,,CO,Jefferson,Golden,,(303) 384-8000,https://www.cityofgolden.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205578+00:00
CO-MUN-grandjunction-mayorprotem,Laurel Cole,Laurel,Cole,Mayor Pro Tem,municipal,executive,City Council,,,CO,Mesa,Grand Junction,,(970) 244-1501,https://www.gjcity.org,,0,,,cml_directory,,2026-03-06T02:54:34.205633+00:00
CO-MUN-boulder-mayorprotem,Lauren Folkerts,Lauren,Folkerts,Mayor Pro Tem,municipal,executive,City Council,,,CO,Boulder,Boulder,,(303) 441-3090,https://www.bouldercolorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204175+00:00
